ticket_id,customer_id,ticket_date,issue_category,issue_subcategory,priority,ticket_status,resolution_time_hours,customer_satisfaction_score,ticket_description,support_agent_id
TCK0005384,CUST007055,2024-05-29,Streaming Quality,Audio sync issue,Medium,Closed,20.8,4.0,The audio is out of sync with the video on almost every title I try to watch on my tablet.,AGT0044
TCK0005385,CUST007055,2024-01-23,Subscription,Cancellation request,Low,Escalated,,,"I want to cancel my subscription immediately, I have not been using the service for the last few months.",AGT0067
TCK0005386,CUST007056,2026-01-08,Account Access,Login failure,Low,Resolved,13.8,3.0,"I cannot log into my account from my phone even though the password is correct, it keeps saying invalid credentials.",AGT0119
TCK0005387,CUST007057,2026-06-03,Content,Content removed,Medium,Escalated,,,A show I was halfway through watching was removed from the platform with no notice at all.,AGT0092
TCK0005388,CUST007057,2024-10-15,Subscription,Plan downgrade request,Low,Resolved,5.7,3.0,"I would like to downgrade my plan next cycle, please let me know how to do that from my account settings.",AGT0104
TCK0005389,CUST007059,2022-05-04,Streaming Quality,Audio sync issue,Low,Pending,,,The audio is out of sync with the video on almost every title I try to watch on my tablet.,AGT0080
TCK0005390,CUST007060,2025-10-01,Device & App,Download failure,Low,Resolved,22.8,3.0,Downloads for offline viewing keep failing at random percentages and I have to restart every time.,AGT0083
TCK0005391,CUST007061,2025-02-26,Device & App,Sync across devices,Low,Resolved,0.5,4.0,My watch history does not sync between my phone and my TV even though I am logged into the same account.,AGT0116
TCK0005392,CUST007063,2026-01-23,Device & App,Download failure,Low,Resolved,28.5,2.0,Downloads for offline viewing keep failing at random percentages and I have to restart every time.,AGT0070
TCK0005393,CUST007067,2025-06-08,Billing & Payments,Refund request,Medium,Resolved,1.9,1.0,"Please process a refund, I was charged after cancellation and this needs to be corrected quickly.",AGT0022
TCK0005394,CUST007068,2025-09-30,Streaming Quality,Buffering,Medium,Closed,17.0,3.0,The video quality drops and buffers every evening during peak hours which is very annoying.,AGT0024
TCK0005395,CUST007069,2020-08-30,Account Access,Account locked,Medium,Resolved,27.3,5.0,My account got locked after multiple login attempts from a new device and support has not responded yet.,AGT0055
TCK0005396,CUST007070,2024-12-23,Subscription,Plan downgrade request,Low,Pending,,,"I would like to downgrade my plan next cycle, please let me know how to do that from my account settings.",AGT0031
TCK0005397,CUST007071,2023-03-13,Billing & Payments,Price dispute,Low,Pending,,,The price increased without any prior notice and I am not happy paying more for the same plan.,AGT0003
TCK0005398,CUST007072,2024-04-08,Billing & Payments,Invoice question,High,Resolved,1.2,2.0,"Can you send me a detailed invoice breakdown for this month's charge, the app only shows a total amount.",AGT0067
TCK0005399,CUST007075,2026-05-16,Content,Content removed,Low,Pending,,,A show I was halfway through watching was removed from the platform with no notice at all.,AGT0047
TCK0005400,CUST007075,2026-04-15,Streaming Quality,App crashing,High,Resolved,23.5,3.0,"The app crashes every time I try to open a show on my mobile device, I already reinstalled it twice.",AGT0108
TCK0005401,CUST007077,2026-04-08,Streaming Quality,App crashing,Low,Resolved,10.9,3.0,"The app crashes every time I try to open a show on my mobile device, I already reinstalled it twice.",AGT0111
TCK0005402,CUST007081,2021-12-16,Account Access,Email verification issue,Low,Resolved,11.4,2.0,The verification email never arrived after I updated my email address in account settings.,AGT0035
TCK0005403,CUST007082,2026-02-19,Billing & Payments,Failed payment,Low,Resolved,20.5,4.0,"I was charged but the payment shows as failed on my end, please check and confirm my subscription status.",AGT0095
TCK0005404,CUST007082,2026-06-30,Device & App,Device not supported,Low,Resolved,0.9,3.0,My new smart TV model shows the app as unsupported even though older models work fine.,AGT0112
TCK0005405,CUST007083,2026-06-30,Subscription,Plan upgrade request,High,Escalated,,,I want to upgrade to the premium plan for better video quality and more simultaneous streams.,AGT0006
TCK0005406,CUST007083,2026-06-03,Device & App,Download failure,Low,Closed,8.3,2.0,Downloads for offline viewing keep failing at random percentages and I have to restart every time.,AGT0111
TCK0005407,CUST007083,2026-01-28,Account Access,Password reset,Medium,Resolved,14.4,3.0,I requested a password reset link three times but never received the email in my inbox or spam folder.,AGT0047
TCK0005408,CUST007084,2026-02-09,Billing & Payments,Invoice question,Low,Resolved,10.4,3.0,"Can you send me a detailed invoice breakdown for this month's charge, the app only shows a total amount.",AGT0064
TCK0005409,CUST007087,2024-12-12,Billing & Payments,Duplicate charge,Medium,Resolved,0.5,4.0,There are two identical transactions on my statement for this billing cycle which should not have happened.,AGT0063
TCK0005410,CUST007089,2021-06-06,Account Access,Email verification issue,High,Resolved,10.5,3.0,The verification email never arrived after I updated my email address in account settings.,AGT0079
TCK0005411,CUST007090,2025-10-07,Content,Content removed,Low,Resolved,14.2,4.0,A show I was halfway through watching was removed from the platform with no notice at all.,AGT0091
TCK0005412,CUST007091,2024-06-13,Account Access,Email verification issue,Medium,Closed,3.5,4.0,The verification email never arrived after I updated my email address in account settings.,AGT0056
TCK0005413,CUST007092,2025-09-11,Billing & Payments,Refund request,Low,Resolved,7.0,2.0,"Please process a refund, I was charged after cancellation and this needs to be corrected quickly.",AGT0058
TCK0005414,CUST007093,2022-07-14,Streaming Quality,Buffering,Medium,Resolved,14.0,3.0,Streaming keeps buffering constantly even though my internet speed test shows more than enough bandwidth.,AGT0015
TCK0005415,CUST007096,2025-12-14,Device & App,Download failure,Medium,Resolved,9.2,3.0,Downloads for offline viewing keep failing at random percentages and I have to restart every time.,AGT0014
TCK0005416,CUST007097,2026-05-28,Account Access,Password reset,Low,Resolved,31.9,2.0,I requested a password reset link three times but never received the email in my inbox or spam folder.,AGT0001
TCK0005417,CUST007098,2020-03-10,Subscription,Plan downgrade request,Medium,Pending,,,"I would like to downgrade my plan next cycle, please let me know how to do that from my account settings.",AGT0038
TCK0005418,CUST007099,2025-01-05,Billing & Payments,Invoice question,Low,Resolved,4.9,2.0,"Can you send me a detailed invoice breakdown for this month's charge, the app only shows a total amount.",AGT0085
TCK0005419,CUST007099,2023-07-03,Streaming Quality,App crashing,Low,Resolved,2.6,4.0,"The app crashes every time I try to open a show on my mobile device, I already reinstalled it twice.",AGT0064
TCK0005420,CUST007101,2026-06-22,Device & App,Sync across devices,Low,Closed,67.0,3.0,My watch history does not sync between my phone and my TV even though I am logged into the same account.,AGT0100
TCK0005421,CUST007101,2023-12-16,Account Access,Password reset,Medium,Resolved,28.2,4.0,I requested a password reset link three times but never received the email in my inbox or spam folder.,AGT0120
TCK0005422,CUST007101,2025-09-25,Billing & Payments,Refund request,Low,Resolved,21.5,4.0,"Please process a refund, I was charged after cancellation and this needs to be corrected quickly.",AGT0110
TCK0005423,CUST007101,2026-05-26,Streaming Quality,Buffering,High,Closed,22.8,2.0,The video quality drops and buffers every evening during peak hours which is very annoying.,AGT0114
TCK0005424,CUST007102,2024-11-04,Content,Content removed,Low,Resolved,31.7,4.0,A show I was halfway through watching was removed from the platform with no notice at all.,AGT0052
TCK0005425,CUST007103,2025-11-16,Account Access,Email verification issue,Low,Resolved,0.5,5.0,The verification email never arrived after I updated my email address in account settings.,AGT0090
TCK0005426,CUST007104,2020-07-13,Account Access,Email verification issue,Medium,Resolved,25.4,3.0,The verification email never arrived after I updated my email address in account settings.,AGT0032
TCK0005427,CUST007104,2024-10-26,Streaming Quality,Buffering,Medium,Closed,29.3,3.0,The video quality drops and buffers every evening during peak hours which is very annoying.,AGT0021
TCK0005428,CUST007104,2019-06-04,Device & App,App not loading,Medium,Resolved,23.3,5.0,The app does not load past the splash screen on my gaming console since the last update.,AGT0040
TCK0005429,CUST007106,2025-03-07,Billing & Payments,Refund request,Medium,Pending,,,"Please process a refund, I was charged after cancellation and this needs to be corrected quickly.",AGT0086
TCK0005430,CUST007107,2020-12-03,Device & App,Device not supported,High,Resolved,2.2,4.0,My new smart TV model shows the app as unsupported even though older models work fine.,AGT0072
TCK0005431,CUST007108,2025-04-21,Streaming Quality,Buffering,Medium,Closed,7.8,3.0,Streaming keeps buffering constantly even though my internet speed test shows more than enough bandwidth.,AGT0092
TCK0005432,CUST007110,2025-10-22,Billing & Payments,Price dispute,Medium,Resolved,1.7,1.0,I did not receive any communication about the plan price change and feel this was handled poorly.,AGT0063
TCK0005433,CUST007110,2025-06-09,Subscription,Auto-renew complaint,High,Resolved,21.8,2.0,I was auto renewed without any reminder notification and would like a refund for this cycle.,AGT0021
TCK0005434,CUST007110,2024-08-17,Subscription,Cancellation request,Low,Closed,35.4,5.0,"I want to cancel my subscription immediately, I have not been using the service for the last few months.",AGT0099
TCK0005435,CUST007110,2025-10-27,Subscription,Plan upgrade request,Medium,Closed,10.4,4.0,I want to upgrade to the premium plan for better video quality and more simultaneous streams.,AGT0005
TCK0005436,CUST007113,2024-09-29,Subscription,Auto-renew complaint,Low,Resolved,7.7,3.0,I was auto renewed without any reminder notification and would like a refund for this cycle.,AGT0104
TCK0005437,CUST007114,2026-05-09,Streaming Quality,Audio sync issue,Medium,Escalated,,,The audio is out of sync with the video on almost every title I try to watch on my tablet.,AGT0033
TCK0005438,CUST007116,2024-06-06,Subscription,Plan upgrade request,Low,Resolved,2.0,3.0,I want to upgrade to the premium plan for better video quality and more simultaneous streams.,AGT0065
TCK0005439,CUST007117,2026-04-05,Subscription,Plan upgrade request,Low,Resolved,22.7,4.0,I want to upgrade to the premium plan for better video quality and more simultaneous streams.,AGT0060
TCK0005440,CUST007118,2026-01-30,Billing & Payments,Duplicate charge,Low,Pending,,,"I was billed twice for the same month, please refund the extra charge as soon as possible.",AGT0013
TCK0005441,CUST007120,2026-03-31,Billing & Payments,Invoice question,Medium,Resolved,18.5,3.0,"Can you send me a detailed invoice breakdown for this month's charge, the app only shows a total amount.",AGT0005
TCK0005442,CUST007123,2025-09-29,Streaming Quality,Audio sync issue,Low,Resolved,6.2,3.0,The audio is out of sync with the video on almost every title I try to watch on my tablet.,AGT0108
TCK0005443,CUST007125,2025-12-04,Subscription,Plan downgrade request,Medium,Resolved,4.1,4.0,"I would like to downgrade my plan next cycle, please let me know how to do that from my account settings.",AGT0097
TCK0005444,CUST007125,2022-06-23,Account Access,Account locked,Medium,Resolved,28.7,3.0,My account got locked after multiple login attempts from a new device and support has not responded yet.,AGT0081
TCK0005445,CUST007131,2026-04-08,Account Access,Account locked,Medium,Pending,,,My account got locked after multiple login attempts from a new device and support has not responded yet.,AGT0104
TCK0005446,CUST007131,2021-09-22,Subscription,Auto-renew complaint,Low,Closed,13.9,2.0,I was auto renewed without any reminder notification and would like a refund for this cycle.,AGT0073
TCK0005447,CUST007133,,Subscription,Plan upgrade request,Low,Resolved,30.8,5.0,I want to upgrade to the premium plan for better video quality and more simultaneous streams.,AGT0023
TCK0005448,CUST007136,2022-01-11,Billing & Payments,Failed payment,Low,Resolved,5.7,3.0,"My payment failed twice this month even though my card has sufficient balance, and I still lost access to my account.",AGT0060
TCK0005449,CUST007138,2022-02-28,Content,Missing subtitles,Medium,Pending,,,Subtitles are missing for several titles in my preferred language even though it is listed as available.,AGT0050
TCK0005450,CUST007141,2026-04-30,Streaming Quality,Audio sync issue,High,Resolved,22.4,3.0,The audio is out of sync with the video on almost every title I try to watch on my tablet.,AGT0098
TCK0005451,CUST007141,2025-06-20,Streaming Quality,Low resolution,Critical,Closed,7.2,3.0,Even on the premium plan the video quality looks like standard definition on my smart TV.,AGT0050
TCK0005452,CUST007145,2025-09-30,Account Access,Email verification issue,High,Resolved,6.5,5.0,The verification email never arrived after I updated my email address in account settings.,AGT0047
TCK0005453,CUST007146,2026-05-26,Account Access,Password reset,Critical,Resolved,3.0,2.0,I requested a password reset link three times but never received the email in my inbox or spam folder.,AGT0057
TCK0005454,CUST007149,2026-03-10,Account Access,Password reset,Medium,Resolved,1.1,4.0,I requested a password reset link three times but never received the email in my inbox or spam folder.,AGT0020
TCK0005455,CUST007149,2025-04-10,Account Access,Login failure,Low,Resolved,7.6,4.0,"Login keeps failing after the recent app update, this has been going on for two days now.",AGT0097
TCK0005456,CUST007149,2025-08-29,Content,Missing subtitles,Low,Resolved,23.5,3.0,Subtitles are missing for several titles in my preferred language even though it is listed as available.,AGT0072
TCK0005457,CUST007149,2025-04-17,Streaming Quality,Buffering,Low,Resolved,15.1,4.0,The video quality drops and buffers every evening during peak hours which is very annoying.,AGT0103
TCK0005458,CUST007150,2025-08-06,Billing & Payments,Duplicate charge,High,Escalated,,,There are two identical transactions on my statement for this billing cycle which should not have happened.,AGT0116
TCK0005459,CUST007150,2024-11-05,Device & App,Sync across devices,Critical,Resolved,12.0,4.0,My watch history does not sync between my phone and my TV even though I am logged into the same account.,AGT0053
TCK0005460,CUST007155,2025-05-09,Billing & Payments,Price dispute,High,Resolved,19.5,3.0,I did not receive any communication about the plan price change and feel this was handled poorly.,AGT0096
TCK0005461,CUST007157,2025-12-13,Streaming Quality,Buffering,Low,Resolved,13.1,2.0,The video quality drops and buffers every evening during peak hours which is very annoying.,AGT0038
TCK0005462,CUST007160,2023-12-25,Streaming Quality,Low resolution,Critical,Resolved,27.8,3.0,Even on the premium plan the video quality looks like standard definition on my smart TV.,AGT0058
TCK0005463,CUST007162,2025-05-21,Streaming Quality,Buffering,Medium,Closed,39.3,4.0,Streaming keeps buffering constantly even though my internet speed test shows more than enough bandwidth.,AGT0037
TCK0005464,CUST007164,2025-01-21,Billing & Payments,Invoice question,Low,Resolved,0.5,4.0,"Can you send me a detailed invoice breakdown for this month's charge, the app only shows a total amount.",AGT0046
TCK0005465,CUST007165,2025-07-07,Subscription,Cancellation request,Low,Resolved,13.9,3.0,"Please cancel my plan, the content library does not match what I expected when I signed up.",AGT0095
TCK0005466,CUST007166,2020-11-23,Billing & Payments,Refund request,Medium,Pending,,,I want to request a refund since I cancelled within the trial period but was still charged the full amount.,AGT0116
TCK0005467,CUST007167,2024-12-01,Device & App,Sync across devices,High,Resolved,25.7,4.0,My watch history does not sync between my phone and my TV even though I am logged into the same account.,AGT0028
TCK0005468,CUST007169,2026-04-14,Subscription,Plan downgrade request,High,Resolved,13.9,4.0,"I would like to downgrade my plan next cycle, please let me know how to do that from my account settings.",AGT0104
TCK0005469,CUST007170,2022-01-07,Billing & Payments,Duplicate charge,Low,Pending,,,"I was billed twice for the same month, please refund the extra charge as soon as possible.",AGT0032
TCK0005470,CUST007173,2022-06-13,Billing & Payments,Invoice question,Medium,Resolved,32.0,2.0,"Can you send me a detailed invoice breakdown for this month's charge, the app only shows a total amount.",AGT0061
TCK0005471,CUST007174,2024-03-11,Account Access,Password reset,Low,Escalated,,,I requested a password reset link three times but never received the email in my inbox or spam folder.,AGT0110
TCK0005472,CUST007175,2024-05-14,Subscription,Plan upgrade request,Low,Closed,10.2,5.0,I want to upgrade to the premium plan for better video quality and more simultaneous streams.,AGT0092
TCK0005473,CUST007177,2025-01-12,Billing & Payments,Duplicate charge,Low,Resolved,42.0,3.0,"I was billed twice for the same month, please refund the extra charge as soon as possible.",AGT0007
TCK0005474,CUST007179,2024-07-03,Account Access,Account locked,Medium,Pending,,,My account got locked after multiple login attempts from a new device and support has not responded yet.,AGT0061
TCK0005475,CUST007179,2026-05-22,Device & App,Device not supported,Low,Closed,5.3,1.0,My new smart TV model shows the app as unsupported even though older models work fine.,AGT0003
TCK0005476,CUST007179,2026-05-24,Streaming Quality,Buffering,Low,Resolved,51.0,3.0,The video quality drops and buffers every evening during peak hours which is very annoying.,AGT0044
TCK0005477,CUST007181,2025-04-22,Subscription,Plan upgrade request,Medium,Pending,,,I want to upgrade to the premium plan for better video quality and more simultaneous streams.,AGT0068
TCK0005478,CUST007181,2026-05-10,Billing & Payments,Duplicate charge,Medium,Resolved,4.2,5.0,There are two identical transactions on my statement for this billing cycle which should not have happened.,AGT0009
TCK0005479,CUST007181,2026-03-19,Streaming Quality,Low resolution,Low,Resolved,0.9,3.0,Even on the premium plan the video quality looks like standard definition on my smart TV.,AGT0088
TCK0005480,CUST007182,2024-09-12,Billing & Payments,Refund request,Medium,Resolved,4.3,3.0,I want to request a refund since I cancelled within the trial period but was still charged the full amount.,AGT0047
TCK0005481,CUST007184,2025-01-27,Streaming Quality,Audio sync issue,High,Closed,12.6,2.0,The audio is out of sync with the video on almost every title I try to watch on my tablet.,AGT0104
TCK0005482,CUST007185,2026-05-11,Billing & Payments,Invoice question,Medium,Resolved,1.7,4.0,"Can you send me a detailed invoice breakdown for this month's charge, the app only shows a total amount.",AGT0093
TCK0005483,CUST007187,2025-07-21,Streaming Quality,Low resolution,Low,Pending,,,Even on the premium plan the video quality looks like standard definition on my smart TV.,AGT0070
TCK0005484,CUST007188,2024-12-24,Streaming Quality,Low resolution,High,Resolved,12.6,3.0,Even on the premium plan the video quality looks like standard definition on my smart TV.,AGT0004
TCK0005485,CUST007188,2025-04-08,Billing & Payments,Invoice question,High,Closed,4.2,5.0,"Can you send me a detailed invoice breakdown for this month's charge, the app only shows a total amount.",AGT0081
TCK0005486,CUST007189,2025-04-30,Streaming Quality,Audio sync issue,Medium,Resolved,10.1,3.0,The audio is out of sync with the video on almost every title I try to watch on my tablet.,AGT0040
TCK0005487,CUST007192,2023-06-10,Account Access,Login failure,Critical,Resolved,0.6,2.0,"Login keeps failing after the recent app update, this has been going on for two days now.",AGT0061
TCK0005488,CUST007193,2024-07-03,Billing & Payments,Price dispute,Low,Closed,10.0,3.0,The price increased without any prior notice and I am not happy paying more for the same plan.,AGT0018
TCK0005489,CUST007195,2026-05-02,Device & App,App not loading,High,Resolved,56.1,3.0,The app does not load past the splash screen on my gaming console since the last update.,AGT0047
TCK0005490,CUST007195,2026-04-13,Streaming Quality,Audio sync issue,High,Closed,7.5,3.0,The audio is out of sync with the video on almost every title I try to watch on my tablet.,AGT0113
TCK0005491,CUST007195,2026-05-09,Content,Content unavailable in region,Medium,Resolved,15.8,3.0,Several titles I could watch last month are now unavailable in my region without any explanation.,AGT0086
TCK0005492,CUST007197,2021-05-29,Subscription,Plan downgrade request,Low,Pending,,,"I would like to downgrade my plan next cycle, please let me know how to do that from my account settings.",AGT0100
TCK0005493,CUST007201,2023-05-29,Device & App,Download failure,Low,Resolved,32.1,2.0,Downloads for offline viewing keep failing at random percentages and I have to restart every time.,AGT0079
TCK0005494,CUST007201,2024-06-11,Subscription,Auto-renew complaint,Low,Escalated,,,I was auto renewed without any reminder notification and would like a refund for this cycle.,AGT0064
TCK0005495,CUST007203,2025-03-11,Streaming Quality,Buffering,Critical,Resolved,14.8,5.0,Streaming keeps buffering constantly even though my internet speed test shows more than enough bandwidth.,AGT0051
TCK0005496,CUST007203,2025-09-04,Billing & Payments,Duplicate charge,Low,Resolved,18.8,3.0,"I was billed twice for the same month, please refund the extra charge as soon as possible.",AGT0083
TCK0005497,CUST007203,2025-03-31,Streaming Quality,Buffering,Critical,Pending,,,Streaming keeps buffering constantly even though my internet speed test shows more than enough bandwidth.,AGT0039
TCK0005498,CUST007205,2026-02-25,Billing & Payments,Duplicate charge,Medium,Resolved,16.8,4.0,There are two identical transactions on my statement for this billing cycle which should not have happened.,AGT0093
TCK0005499,CUST007206,2026-04-19,Device & App,Download failure,Low,Closed,44.7,4.0,Downloads for offline viewing keep failing at random percentages and I have to restart every time.,AGT0070
TCK0005500,CUST007207,2025-09-13,Account Access,Account locked,Medium,Resolved,26.3,2.0,My account got locked after multiple login attempts from a new device and support has not responded yet.,AGT0095
TCK0005501,CUST007207,2024-01-06,Streaming Quality,Audio sync issue,Low,Resolved,6.7,5.0,The audio is out of sync with the video on almost every title I try to watch on my tablet.,AGT0116
TCK0005502,CUST007210,2025-02-06,Content,Missing subtitles,Low,Resolved,4.6,5.0,Subtitles are missing for several titles in my preferred language even though it is listed as available.,AGT0065
TCK0005503,CUST007211,2024-10-17,Billing & Payments,Price dispute,Medium,Resolved,6.1,3.0,I did not receive any communication about the plan price change and feel this was handled poorly.,AGT0020
TCK0005504,CUST007212,2021-04-29,Streaming Quality,Audio sync issue,Low,Closed,14.9,2.0,The audio is out of sync with the video on almost every title I try to watch on my tablet.,AGT0053
TCK0005505,CUST007212,2021-10-10,Content,Content unavailable in region,Medium,Escalated,,,Several titles I could watch last month are now unavailable in my region without any explanation.,AGT0032
TCK0005506,CUST007217,2026-03-26,Streaming Quality,App crashing,Medium,Closed,8.6,3.0,"The app crashes every time I try to open a show on my mobile device, I already reinstalled it twice.",AGT0089
TCK0005507,CUST007219,2026-06-08,Account Access,Email verification issue,Low,Pending,,,The verification email never arrived after I updated my email address in account settings.,AGT0063
TCK0005508,CUST007219,2024-11-09,Content,Content removed,Low,Resolved,4.2,4.0,A show I was halfway through watching was removed from the platform with no notice at all.,AGT0071
TCK0005509,CUST007219,2025-07-29,Account Access,Login failure,High,Resolved,21.0,4.0,"I cannot log into my account from my phone even though the password is correct, it keeps saying invalid credentials.",AGT0088
TCK0005510,CUST007220,2026-03-16,Content,Missing subtitles,Low,Escalated,,,Subtitles are missing for several titles in my preferred language even though it is listed as available.,AGT0107
TCK0005511,CUST007220,2025-07-22,Account Access,Password reset,Low,Pending,,,I requested a password reset link three times but never received the email in my inbox or spam folder.,AGT0113
TCK0005512,CUST007221,2026-03-31,Billing & Payments,Failed payment,High,Resolved,23.7,3.0,"I was charged but the payment shows as failed on my end, please check and confirm my subscription status.",AGT0018
TCK0005513,CUST007224,2025-05-24,Subscription,Plan downgrade request,Medium,Resolved,0.8,5.0,"I would like to downgrade my plan next cycle, please let me know how to do that from my account settings.",AGT0051
TCK0005514,CUST007225,2025-02-23,Subscription,Cancellation request,Medium,Resolved,18.0,2.0,"I want to cancel my subscription immediately, I have not been using the service for the last few months.",AGT0074
TCK0005515,CUST007226,2025-11-03,Billing & Payments,Invoice question,High,Resolved,24.4,2.0,"Can you send me a detailed invoice breakdown for this month's charge, the app only shows a total amount.",AGT0089
TCK0005516,CUST007226,2026-05-02,Account Access,Password reset,Medium,Resolved,25.2,5.0,I requested a password reset link three times but never received the email in my inbox or spam folder.,AGT0106
TCK0005517,CUST007227,2025-09-29,Content,Content unavailable in region,Low,Resolved,18.2,4.0,Several titles I could watch last month are now unavailable in my region without any explanation.,AGT0116
TCK0005518,CUST007228,2025-12-13,Subscription,Auto-renew complaint,Medium,Escalated,,,I was auto renewed without any reminder notification and would like a refund for this cycle.,AGT0007
TCK0005519,CUST007228,2026-04-02,Device & App,App not loading,Low,Pending,,,The app does not load past the splash screen on my gaming console since the last update.,AGT0034
TCK0005520,CUST007230,2023-08-30,Billing & Payments,Price dispute,High,Pending,,,I did not receive any communication about the plan price change and feel this was handled poorly.,AGT0082
TCK0005521,CUST007232,2025-01-07,Billing & Payments,Price dispute,Medium,Closed,13.7,3.0,The price increased without any prior notice and I am not happy paying more for the same plan.,AGT0055
TCK0005522,CUST007233,2024-02-18,Device & App,App not loading,Low,Resolved,1.8,5.0,The app does not load past the splash screen on my gaming console since the last update.,AGT0030
TCK0005523,CUST007233,2024-02-08,Subscription,Cancellation request,Medium,Resolved,15.2,3.0,"I want to cancel my subscription immediately, I have not been using the service for the last few months.",AGT0094
TCK0005524,CUST007234,2023-03-20,Streaming Quality,App crashing,Critical,Resolved,13.6,4.0,"The app crashes every time I try to open a show on my mobile device, I already reinstalled it twice.",AGT0081
TCK0005525,CUST007236,2023-10-28,Billing & Payments,Refund request,High,Resolved,20.3,2.0,"Please process a refund, I was charged after cancellation and this needs to be corrected quickly.",AGT0048
TCK0005526,CUST007236,2024-02-29,Streaming Quality,Buffering,High,Pending,,,Streaming keeps buffering constantly even though my internet speed test shows more than enough bandwidth.,AGT0008
TCK0005527,CUST007239,2026-01-22,Account Access,Login failure,Critical,Closed,29.1,2.0,"I cannot log into my account from my phone even though the password is correct, it keeps saying invalid credentials.",AGT0060
TCK0005528,CUST007240,2024-11-15,Streaming Quality,Buffering,Low,Closed,25.1,4.0,Streaming keeps buffering constantly even though my internet speed test shows more than enough bandwidth.,AGT0098
TCK0005529,CUST007243,2025-06-23,Account Access,Password reset,Medium,Resolved,7.5,3.0,I requested a password reset link three times but never received the email in my inbox or spam folder.,AGT0096
TCK0005530,CUST007247,2026-06-12,Billing & Payments,Refund request,Medium,Escalated,,,"Please process a refund, I was charged after cancellation and this needs to be corrected quickly.",AGT0108
TCK0005531,CUST007247,2026-06-16,Billing & Payments,Invoice question,Low,Pending,,,"Can you send me a detailed invoice breakdown for this month's charge, the app only shows a total amount.",AGT0016
TCK0005532,CUST007250,2024-07-23,Device & App,Device not supported,Medium,Resolved,0.5,3.0,My new smart TV model shows the app as unsupported even though older models work fine.,AGT0063
TCK0005533,CUST007251,2025-12-28,Subscription,Plan downgrade request,Low,Escalated,,,"I would like to downgrade my plan next cycle, please let me know how to do that from my account settings.",AGT0015
TCK0005534,CUST007251,2025-02-03,Account Access,Email verification issue,Low,Resolved,20.5,3.0,The verification email never arrived after I updated my email address in account settings.,AGT0006
TCK0005535,CUST007251,2025-02-08,Billing & Payments,Duplicate charge,Low,Resolved,25.3,3.0,"I was billed twice for the same month, please refund the extra charge as soon as possible.",AGT0117
TCK0005536,CUST007253,2025-08-16,Device & App,Download failure,Medium,Escalated,,,Downloads for offline viewing keep failing at random percentages and I have to restart every time.,AGT0070
TCK0005537,CUST007255,2022-07-26,Subscription,Cancellation request,Critical,Pending,,,"Please cancel my plan, the content library does not match what I expected when I signed up.",AGT0079
TCK0005538,CUST007256,2023-08-31,Billing & Payments,Refund request,Medium,Resolved,7.1,4.0,"Please process a refund, I was charged after cancellation and this needs to be corrected quickly.",AGT0100
TCK0005539,CUST007256,2024-10-30,Streaming Quality,Audio sync issue,Low,Escalated,,,The audio is out of sync with the video on almost every title I try to watch on my tablet.,AGT0045
TCK0005540,CUST007257,2026-04-26,Account Access,Email verification issue,Critical,Resolved,7.8,4.0,The verification email never arrived after I updated my email address in account settings.,AGT0098
TCK0005541,CUST007258,2025-08-26,Device & App,Download failure,Low,Escalated,,,Downloads for offline viewing keep failing at random percentages and I have to restart every time.,AGT0108
TCK0005542,CUST007259,2026-05-19,Device & App,App not loading,Low,Resolved,3.0,4.0,The app does not load past the splash screen on my gaming console since the last update.,AGT0082
TCK0005543,CUST007259,2025-07-13,Subscription,Auto-renew complaint,Medium,Resolved,20.8,4.0,I was auto renewed without any reminder notification and would like a refund for this cycle.,AGT0008
TCK0005544,CUST007260,2025-07-07,Billing & Payments,Invoice question,Medium,Resolved,15.1,2.0,"Can you send me a detailed invoice breakdown for this month's charge, the app only shows a total amount.",AGT0043
TCK0005545,CUST007263,2026-04-20,Content,Content unavailable in region,Low,Resolved,17.8,4.0,Several titles I could watch last month are now unavailable in my region without any explanation.,AGT0036
TCK0005546,CUST007266,2026-06-10,Device & App,App not loading,High,Escalated,,,The app does not load past the splash screen on my gaming console since the last update.,AGT0113
TCK0005547,CUST007266,2025-07-19,Billing & Payments,Refund request,High,Resolved,4.4,2.0,I want to request a refund since I cancelled within the trial period but was still charged the full amount.,AGT0054
TCK0005548,CUST007266,2026-03-26,Billing & Payments,Duplicate charge,Low,Escalated,,,"I was billed twice for the same month, please refund the extra charge as soon as possible.",AGT0083
TCK0005549,CUST007267,2023-08-12,Streaming Quality,Audio sync issue,High,Resolved,4.5,2.0,The audio is out of sync with the video on almost every title I try to watch on my tablet.,AGT0055
TCK0005550,CUST007269,2024-11-30,Billing & Payments,Price dispute,Medium,Closed,9.2,5.0,The price increased without any prior notice and I am not happy paying more for the same plan.,AGT0032
TCK0005551,CUST007274,2026-05-14,Account Access,Account locked,Low,Resolved,8.3,2.0,My account got locked after multiple login attempts from a new device and support has not responded yet.,AGT0063
TCK0005552,CUST007274,2026-05-01,Billing & Payments,Price dispute,Medium,Resolved,14.0,3.0,I did not receive any communication about the plan price change and feel this was handled poorly.,AGT0095
TCK0005553,CUST007277,2023-10-21,Account Access,Password reset,Low,Closed,37.6,4.0,I requested a password reset link three times but never received the email in my inbox or spam folder.,AGT0019
